
100 8e-06
600 0.000117
1100 0.000445
1600 0.001014
2100 0.001599
2600 0.003773
3100 0.003723
3600 0.006319
4100 0.007145
4600 0.010414
5100 0.012641
5600 0.014627
6100 0.016569
6600 0.017202
7100 0.017943
7600 0.021931
8100 0.02134
8600 0.028556
9100 0.02625
9600 0.03047
10100 0.040354
10600 0.035737
11100 0.046782
11600 0.048702
12100 0.052513
12600 0.060161
13100 0.058453
13600 0.074102
14100 0.084762
14600 0.081448
15100 0.088326
15600 0.089658
16100 0.096318
16600 0.093502
17100 0.101601
17600 0.108731
18100 0.135829
18600 0.145571
19100 0.15676
19600 0.122061
20100 0.137789
20600 0.143208
21100 0.189239
21600 0.173847
22100 0.168363
22600 0.189974
23100 0.237679
23600 0.204727
24100 0.193667
24600 0.227592
25100 0.254958
25600 0.213829
26100 0.287542
26600 0.248
27100 0.245014
27600 0.315327
28100 0.251623
28600 0.263926
29100 0.302976
29600 0.316667
